Row_ID_O6G3A1_R6|Order_ID|Order_Date|Ship_Date|Ship_Mode|Customer_ID|Customer_Name|Segment|Country|City|State|Region|Product_ID|Category|Sub_Category|Product_Name|Sales|Quantity|Profit|Returns|Payment_Mode|ind1|ind2
2873|CA-2020-135167|2020-06-15|2020-06-20|Standard Class|SC-20800|Stuart Calhoun|Consumer|United States|Los Angeles|California|West|OFF-AR-10002399|Office Supplies|Art|Dixon Prang Watercolor Pencils, 10-Color Set with Brush|97.26000213623047|1|1.7466000318527222|#N/A|Online||
2874|CA-2020-137022|2020-11-16|2020-11-22|Standard Class|SW-20275|Scott Williamson|Consumer|United States|San Diego|California|West|OFF-ST-10001963|Office Supplies|Storage|Tennsco Regal Shelving Units|847.280029296875|8|24.33839988708496|#N/A|COD||
2875|US-2020-102638|2020-12-29|2020-12-31|First Class|MC-17845|Michael Chen|Consumer|United States|New York City|New York|East|OFF-FA-10002988|Office Supplies|Fasteners|Ideal Clamps|254.02999877929688|3|2.954699993133545|#N/A|Online||
2876|US-2019-167339|2019-01-21|2019-01-23|Second Class|TD-20995|Tamara Dahlen|Consumer|United States|San Diego|California|West|FUR-CH-10004289|Furniture|Chairs|Global Super Steno Chair|153.5679931640625|2|-5.758800029754639|#N/A|COD||
2877|US-2019-167339|2019-01-21|2019-01-23|Second Class|TD-20995|Tamara Dahlen|Consumer|United States|San Diego|California|West|FUR-CH-10000785|Furniture|Chairs|Global Ergonomic Managers Chair|1013.4879760742188|7|76.0115966796875|#N/A|COD||
2878|CA-2019-152072|2019-01-15|2019-01-19|Standard Class|Dp-13240|Dean percer|Home Office|United States|Westfield|New Jersey|East|OFF-EN-10003040|Office Supplies|Envelopes|Quality Park Security Envelopes|52.34000015258789|2|24.59980010986328|#N/A|Cards||
2879|CA-2019-152072|2019-01-15|2019-01-19|Standard Class|Dp-13240|Dean percer|Home Office|United States|Westfield|New Jersey|East|OFF-AR-10001573|Office Supplies|Art|American Pencil|4.659999847412109|2|1.3514000177383423|#N/A|COD||
2880|CA-2019-152072|2019-01-15|2019-01-19|Standard Class|Dp-13240|Dean percer|Home Office|United States|Westfield|New Jersey|East|TEC-AC-10000844|Technology|Accessories|Logitech Gaming G510s - Keyboard|254.97000122070312|3|91.78919982910156|#N/A|Cards||
2881|CA-2019-102932|2019-09-19|2019-09-23|Second Class|SD-20485|Shirley Daniels|Home Office|United States|Orange|New Jersey|East|OFF-BI-10000756|Office Supplies|Binders|Storex DuraTech Recycled Plastic Frosted Binders|25.440000534057617|6|12.720000267028809|#N/A|Online||
2882|CA-2019-102932|2019-09-19|2019-09-23|Second Class|SD-20485|Shirley Daniels|Home Office|United States|Orange|New Jersey|East|OFF-SU-10000381|Office Supplies|Supplies|Acme Forged Steel Scissors with Black Enamel Handles|27.93000030517578|3|8.099699974060059|#N/A|Online||
2884|CA-2019-130799|2019-11-11|2019-11-16|Second Class|BK-11260|Berenike Kampe|Consumer|United States|San Francisco|California|West|FUR-FU-10001852|Furniture|Furnishings|Eldon Regeneration Recycled Desk Accessories, Smoke|6.960000038146973|4|2.2272000312805176|#N/A|COD||
2885|CA-2019-164483|2019-01-30|2019-02-03|Standard Class|JF-15490|Jeremy Farry|Consumer|United States|San Francisco|California|West|OFF-BI-10000014|Office Supplies|Binders|Heavy-Duty E-Z-D Binders|17.45599937438965|2|5.89139986038208|#N/A|COD||
2886|US-2019-159856|2019-10-18|2019-10-22|Standard Class|EP-13915|Emily Phan|Consumer|United States|Tempe|Arizona|West|FUR-CH-10003396|Furniture|Chairs|Global Deluxe Steno Chair|307.9200134277344|5|-34.64099884033203|#N/A|Online||
2887|CA-2020-102099|2020-12-18|2020-12-19|First Class|EP-13915|Emily Phan|Consumer|United States|Los Angeles|California|West|OFF-AR-10003811|Office Supplies|Art|Newell 327|385.6300048828125|3|1.7900999784469604|#N/A|Cards||
2888|CA-2020-102099|2020-12-18|2020-12-19|First Class|EP-13915|Emily Phan|Consumer|United States|Los Angeles|California|West|OFF-PA-10003172|Office Supplies|Paper|Xerox 1996|267.9599914550781|2|6.220799922943115|#N/A|Cards||
2889|CA-2020-102099|2020-12-18|2020-12-19|First Class|EP-13915|Emily Phan|Consumer|United States|Los Angeles|California|West|OFF-PA-10000289|Office Supplies|Paper|Xerox 213|723.4000244140625|5|15.552000045776367|#N/A|COD||
2890|CA-2020-164049|2020-11-02|2020-11-06|Standard Class|KH-16630|Ken Heidel|Corporate|United States|Seattle|Washington|West|OFF-PA-10000791|Office Supplies|Paper|Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book|98.8499984741211|5|10.732500076293945|#N/A|COD||
2893|CA-2020-139913|2020-10-23|2020-10-29|Standard Class|JC-16105|Julie Creighton|Corporate|United States|Rochester|New York|East|OFF-PA-10003739|Office Supplies|Paper|Xerox 1969|88.55999755859375|2|5.664400100708008|#N/A|COD||
2894|CA-2020-139913|2020-10-23|2020-10-29|Standard Class|JC-16105|Julie Creighton|Corporate|United States|Rochester|New York|East|OFF-PA-10002479|Office Supplies|Paper|Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)|143.39999389648438|5|11.880000114440918|#N/A|Online||
2895|CA-2020-139913|2020-10-23|2020-10-29|Standard Class|JC-16105|Julie Creighton|Corporate|United States|Rochester|New York|East|FUR-FU-10000771|Furniture|Furnishings|Eldon 200 Class Desk Accessories, Smoke|141.0800018310547|11|29.013599395751953|#N/A|COD||
2896|CA-2020-139913|2020-10-23|2020-10-29|Standard Class|JC-16105|Julie Creighton|Corporate|United States|Rochester|New York|East|TEC-PH-10001552|Technology|Phones|I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink|143.8800048828125|3|10.04640007019043|#N/A|COD||
2898|US-2019-164630|2019-01-04|2019-01-09|Standard Class|EB-13975|Erica Bern|Corporate|United States|Charlotte|North Carolina|South|TEC-CO-10000971|Technology|Copiers|Hewlett Packard 310 Color Digital Copier|959.968017578125|4|119.99600219726562|#N/A|Online||
2902|CA-2020-124898|2020-09-11|2020-09-15|Standard Class|DB-12910|Daniel Byrd|Home Office|United States|Columbus|Georgia|South|OFF-PA-10003656|Office Supplies|Paper|Xerox 1935|197.66000366210938|7|84.943603515625|#N/A|Online||
2903|CA-2019-164035|2019-06-12|2019-06-17|Standard Class|CR-12730|Craig Reiter|Consumer|United States|Chicago|Illinois|Central|OFF-PA-10002160|Office Supplies|Paper|Xerox 1978|23.1200008392334|5|8.380999565124512|#N/A|COD||
2904|CA-2019-153577|2019-06-27|2019-07-01|Standard Class|KH-16330|Katharine Harms|Corporate|United States|Highland Park|Illinois|Central|OFF-PA-10000575|Office Supplies|Paper|Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page|37.4640007019043|7|12.175800323486328|#N/A|Cards||
2905|CA-2019-153577|2019-06-27|2019-07-01|Standard Class|KH-16330|Katharine Harms|Corporate|United States|Highland Park|Illinois|Central|FUR-CH-10003981|Furniture|Chairs|Global Commerce Series Low-Back Swivel/Tilt Chairs|539.6580200195312|3|-7.709400177001953|#N/A|Online||
2907|CA-2020-121615|2020-11-03|2020-11-09|Standard Class|DL-12925|Daniel Lacy|Consumer|United States|Eagan|Minnesota|Central|OFF-PA-10000327|Office Supplies|Paper|Xerox 1971|103.55999755859375|2|3.8519999980926514|#N/A|Online||
2908|CA-2020-121615|2020-11-03|2020-11-09|Standard Class|DL-12925|Daniel Lacy|Consumer|United States|Eagan|Minnesota|Central|OFF-ST-10001325|Office Supplies|Storage|Sterilite Officeware Hinged File Box|177.39999389648438|5|14.14799976348877|#N/A|Cards||
2909|CA-2020-121615|2020-11-03|2020-11-09|Standard Class|DL-12925|Daniel Lacy|Consumer|United States|Eagan|Minnesota|Central|OFF-LA-10001771|Office Supplies|Labels|Avery 513|83.94000244140625|3|6.872399806976318|#N/A|Online||
2910|CA-2020-166415|2020-02-19|2020-02-23|Standard Class|ME-17725|Max Engle|Consumer|United States|Seattle|Washington|West|OFF-FA-10004968|Office Supplies|Fasteners|Rubber Band Ball|831.219970703125|3|0.22439999878406525|#N/A|COD||
2918|CA-2020-155047|2020-08-27|2020-08-30|First Class|SE-20110|Sanjit Engle|Consumer|United States|Dallas|Texas|Central|OFF-AR-10003338|Office Supplies|Art|"Eberhard Faber 3 1/2"" Golf Pencils"|109.9520034790039|1|0.3720000088214874|#N/A|Online||
2919|CA-2019-160129|2019-11-23|2019-11-23|Same Day|LS-17200|Luke Schmidt|Corporate|United States|Philadelphia|Pennsylvania|East|OFF-FA-10002763|Office Supplies|Fasteners|Advantus Map Pennant Flags and Round Head Tacks|15.800000190734863|5|2.369999885559082|#N/A|COD||
2920|CA-2019-160129|2019-11-23|2019-11-23|Same Day|LS-17200|Luke Schmidt|Corporate|United States|Philadelphia|Pennsylvania|East|FUR-FU-10002088|Furniture|Furnishings|Nu-Dell Float Frame 11 x 14 1/2|14.368000030517578|2|3.951200008392334|#N/A|COD||
2921|CA-2019-160129|2019-11-23|2019-11-23|Same Day|LS-17200|Luke Schmidt|Corporate|United States|Philadelphia|Pennsylvania|East|FUR-FU-10003976|Furniture|Furnishings|DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7|70.447998046875|7|12.328399658203125|#N/A|Online||
2922|CA-2020-164329|2020-01-30|2020-01-30|Same Day|MM-17920|Michael Moore|Consumer|United States|San Francisco|California|West|OFF-ST-10001511|Office Supplies|Storage|Space Solutions Commercial Steel Shelving|147.3000030517578|2|6.465000152587891|#N/A|Cards||
2927|CA-2020-128629|2020-07-10|2020-07-14|Second Class|BP-11155|Becky Pak|Consumer|United States|Columbus|Georgia|South|FUR-FU-10000771|Furniture|Furnishings|Eldon 200 Class Desk Accessories, Smoke|101.83999633789062|3|7.912799835205078|#N/A|COD||
2928|CA-2020-158106|2020-06-04|2020-06-10|Standard Class|CT-11995|Carol Triggs|Consumer|United States|Apple Valley|Minnesota|Central|OFF-AR-10002255|Office Supplies|Art|Newell 346|118.63999938964844|3|2.5055999755859375|#N/A|Online||
2929|US-2020-120390|2020-10-19|2020-10-26|Standard Class|TH-21550|Tracy Hopkins|Home Office|United States|Burlington|North Carolina|South|OFF-BI-10004995|Office Supplies|Binders|GBC DocuBind P400 Electric Binding System|1677.18798828125|4|-1306.5504150390625|#N/A|COD||
2930|CA-2020-143434|2020-11-18|2020-11-24|Standard Class|ME-17320|Maria Etezadi|Home Office|United States|Saginaw|Michigan|Central|FUR-FU-10002597|Furniture|Furnishings|C-Line Magnetic Cubicle Keepers, Clear Polypropylene|118.76000213623047|4|8.299200057983398|#N/A|COD||
2934|US-2019-169040|2019-12-06|2019-12-12|Standard Class|GT-14710|Greg Tran|Consumer|United States|Seattle|Washington|West|TEC-PH-10002310|Technology|Phones|Plantronics Calisto P620-M USB Wireless Speakerphone System|156.79200744628906|1|13.719300270080566|#N/A|COD||
2935|US-2019-169040|2019-12-06|2019-12-12|Standard Class|GT-14710|Greg Tran|Consumer|United States|Seattle|Washington|West|TEC-PH-10002834|Technology|Phones|Google Nexus 5|431.97601318359375|3|26.99850082397461|#N/A|COD||
2936|US-2019-169040|2019-12-06|2019-12-12|Standard Class|GT-14710|Greg Tran|Consumer|United States|Seattle|Washington|West|OFF-EN-10000927|Office Supplies|Envelopes|Jet-Pak Recycled Peel 'N' Seal Padded Mailers|35.88999938964844|1|16.15049934387207|#N/A|COD||
2937|US-2019-169040|2019-12-06|2019-12-12|Standard Class|GT-14710|Greg Tran|Consumer|United States|Seattle|Washington|West|OFF-BI-10001636|Office Supplies|Binders|Ibico Plastic and Wire Spiral Binding Combs|47.20800018310547|7|15.342599868774414|#N/A|Online||
2938|US-2019-169040|2019-12-06|2019-12-12|Standard Class|GT-14710|Greg Tran|Consumer|United States|Seattle|Washington|West|OFF-PA-10001736|Office Supplies|Paper|Xerox 1880|248.0800018310547|7|116.59760284423828|#N/A|Online||
2939|US-2019-169040|2019-12-06|2019-12-12|Standard Class|GT-14710|Greg Tran|Consumer|United States|Seattle|Washington|West|OFF-PA-10000482|Office Supplies|Paper|Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate|189.6999969482422|5|89.15899658203125|#N/A|Online||
2940|US-2019-169040|2019-12-06|2019-12-12|Standard Class|GT-14710|Greg Tran|Consumer|United States|Seattle|Washington|West|OFF-BI-10001658|Office Supplies|Binders|GBC Standard Therm-A-Bind Covers|59.80799865722656|3|19.437599182128906|#N/A|Online||
2941|CA-2020-155880|2020-03-25|2020-03-31|Standard Class|JD-16150|Justin Deggeller|Corporate|United States|Milwaukee|Wisconsin|Central|FUR-CH-10000422|Furniture|Chairs|Global Highback Leather Tilter in Burgundy|140.99000549316406|1|14.55840015411377|#N/A|Cards||
2942|CA-2020-155880|2020-03-25|2020-03-31|Standard Class|JD-16150|Justin Deggeller|Corporate|United States|Milwaukee|Wisconsin|Central|FUR-CH-10004675|Furniture|Chairs|Lifetime Advantage Folding Chairs, 4/Carton|1568.56005859375|7|427.4367980957031|#N/A|Cards||
2943|CA-2020-155880|2020-03-25|2020-03-31|Standard Class|JD-16150|Justin Deggeller|Corporate|United States|Milwaukee|Wisconsin|Central|FUR-CH-10002880|Furniture|Chairs|Global High-Back Leather Tilter, Burgundy|406.9700012207031|3|40.586700439453125|#N/A|COD||
2944|CA-2020-126242|2020-11-19|2020-11-24|Standard Class|MC-18100|Mick Crebagga|Consumer|United States|Los Angeles|California|West|OFF-ST-10000675|Office Supplies|Storage|File Shuttle II and Handi-File, Black|332.010009765625|9|76.25250244140625|#N/A|Online||
2945|CA-2020-126242|2020-11-19|2020-11-24|Standard Class|MC-18100|Mick Crebagga|Consumer|United States|Los Angeles|California|West|FUR-FU-10002685|Furniture|Furnishings|"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock"|130.6999969482422|1|7.105999946594238|#N/A|Cards||
2946|CA-2019-166443|2019-11-04|2019-11-05|First Class|LH-17020|Lisa Hazard|Consumer|United States|San Francisco|California|West|FUR-FU-10004020|Furniture|Furnishings|Advantus Panel Wall Acrylic Frame|38.290000915527344|7|16.46470069885254|#N/A|COD||
2947|CA-2020-169859|2020-12-14|2020-12-18|Standard Class|MP-18175|Mike Pelletier|Home Office|United States|San Diego|California|West|FUR-FU-10004963|Furniture|Furnishings|Eldon 400 Class Desk Accessories, Black Carbon|375.25|3|11.024999618530273|1|COD||
2948|CA-2020-169859|2020-12-14|2020-12-18|Standard Class|MP-18175|Mike Pelletier|Home Office|United States|San Diego|California|West|OFF-BI-10000174|Office Supplies|Binders|Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear|391.9599914550781|14|22.736000061035156|1|COD||
2949|CA-2020-169859|2020-12-14|2020-12-18|Standard Class|MP-18175|Mike Pelletier|Home Office|United States|San Diego|California|West|OFF-EN-10000461|Office Supplies|Envelopes|"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes"|502.70001220703125|5|20.538999557495117|1|COD||
2950|CA-2020-134915|2020-11-12|2020-11-12|Same Day|EM-14140|Eugene Moren|Home Office|United States|Glendale|Arizona|West|TEC-AC-10001266|Technology|Accessories|Memorex Micro Travel Drive 8 GB|131.60000610351562|4|13.0|#N/A|Cards||
2951|CA-2020-134915|2020-11-12|2020-11-12|Same Day|EM-14140|Eugene Moren|Home Office|United States|Glendale|Arizona|West|OFF-PA-10002160|Office Supplies|Paper|Xerox 1978|156.1199951171875|5|8.380999565124512|#N/A|Cards||
2952|CA-2020-134915|2020-11-12|2020-11-12|Same Day|EM-14140|Eugene Moren|Home Office|United States|Glendale|Arizona|West|FUR-CH-10004875|Furniture|Chairs|Harbour Creations 67200 Series Stacking Chairs|132.88800048828125|2|9.965200424194336|#N/A|COD||
2953|CA-2020-134915|2020-11-12|2020-11-12|Same Day|EM-14140|Eugene Moren|Home Office|United States|Glendale|Arizona|West|FUR-FU-10000305|Furniture|Furnishings|"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12"""|134.5679931640625|2|-5.678400039672852|#N/A|COD||
2954|CA-2020-134915|2020-11-12|2020-11-12|Same Day|EM-14140|Eugene Moren|Home Office|United States|Glendale|Arizona|West|TEC-PH-10000347|Technology|Phones|Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple|112.91999816894531|2|0.6930000185966492|#N/A|COD||
2955|CA-2020-134915|2020-11-12|2020-11-12|Same Day|EM-14140|Eugene Moren|Home Office|United States|Glendale|Arizona|West|TEC-PH-10001459|Technology|Phones|Samsung Galaxy Mega 6.3|692.9840087890625|2|50.398799896240234|#N/A|Online||
2956|CA-2019-153353|2019-08-18|2019-08-24|Standard Class|GG-14650|Greg Guthrie|Corporate|United States|New York City|New York|East|TEC-PH-10000439|Technology|Phones|GE DSL Phone Line Filter|39.9900016784668|1|11.597100257873535|#N/A|COD||
2957|CA-2020-123638|2020-06-27|2020-07-04|Standard Class|MA-17995|Michelle Arnett|Home Office|United States|Watertown|New York|East|FUR-CH-10002647|Furniture|Chairs|Situations Contoured Folding Chairs, 4/Set|228.64599609375|3|31.94099998474121|#N/A|COD||
2958|CA-2020-168900|2020-05-04|2020-05-09|Standard Class|SH-20395|Shahid Hopkins|Consumer|United States|Springfield|Ohio|East|OFF-BI-10003910|Office Supplies|Binders|DXL Angle-View Binders with Locking Rings by Samsill|87.31300354003906|1|-1.9275000095367432|#N/A|COD||
2961|CA-2020-143665|2020-04-26|2020-05-01|Standard Class|PO-19180|Philisse Overcash|Home Office|United States|Seattle|Washington|West|OFF-PA-10003673|Office Supplies|Paper|Strathmore Photo Mount Cards|122.33999633789062|3|9.356399536132812|#N/A|COD||
2962|CA-2020-143665|2020-04-26|2020-05-01|Standard Class|PO-19180|Philisse Overcash|Home Office|United States|Seattle|Washington|West|OFF-LA-10002034|Office Supplies|Labels|Avery 478|125.27999877929688|8|19.24720001220703|#N/A|COD||
2963|CA-2020-137428|2020-12-16|2020-12-21|Second Class|AY-10555|Andy Yotov|Corporate|United States|Oceanside|California|West|FUR-CH-10002774|Furniture|Chairs|Global Deluxe Stacking Chair, Gray|348.5679931640625|2|9.176400184631348|1|COD||
2964|CA-2020-137428|2020-12-16|2020-12-21|Second Class|AY-10555|Andy Yotov|Corporate|United States|Oceanside|California|West|FUR-CH-10003817|Furniture|Chairs|Global Value Steno Chair, Gray|386.1839904785156|2|6.073999881744385|1|COD||
2965|CA-2020-137428|2020-12-16|2020-12-21|Second Class|AY-10555|Andy Yotov|Corporate|United States|Oceanside|California|West|OFF-BI-10002949|Office Supplies|Binders|Prestige Round Ring Binders|318.32000732421875|5|8.208000183105469|1|COD||
2966|CA-2020-137428|2020-12-16|2020-12-21|Second Class|AY-10555|Andy Yotov|Corporate|United States|Oceanside|California|West|FUR-FU-10002445|Furniture|Furnishings|DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7|286.9599914550781|2|7.584000110626221|1|Online||
2969|CA-2020-167941|2020-11-06|2020-11-09|Second Class|JF-15565|Jill Fjeld|Consumer|United States|Fayetteville|North Carolina|South|OFF-AP-10002118|Office Supplies|Appliances|"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators"|532.583984375|3|43.713600158691406|#N/A|Online||
2970|CA-2020-167941|2020-11-06|2020-11-09|Second Class|JF-15565|Jill Fjeld|Consumer|United States|Fayetteville|North Carolina|South|OFF-PA-10001800|Office Supplies|Paper|Xerox 220|143.10400390625|6|10.88640022277832|#N/A|COD||
2971|CA-2020-167941|2020-11-06|2020-11-09|Second Class|JF-15565|Jill Fjeld|Consumer|United States|Fayetteville|North Carolina|South|OFF-BI-10002827|Office Supplies|Binders|Avery Durable Poly Binders|136.27200317382812|8|-10.617600440979004|#N/A|COD||
2972|CA-2020-167941|2020-11-06|2020-11-09|Second Class|JF-15565|Jill Fjeld|Consumer|United States|Fayetteville|North Carolina|South|FUR-FU-10004671|Furniture|Furnishings|"Executive Impressions 12"" Wall Clock"|107.27200317382812|2|6.361199855804443|#N/A|COD||
2973|CA-2020-167941|2020-11-06|2020-11-09|Second Class|JF-15565|Jill Fjeld|Consumer|United States|Fayetteville|North Carolina|South|OFF-ST-10000736|Office Supplies|Storage|Carina Double Wide Media Storage Towers in Natural & Black|304.135986328125|4|-51.82720184326172|#N/A|Online||
2974|CA-2020-111808|2020-12-16|2020-12-20|Standard Class|AR-10510|Andrew Roberts|Consumer|United States|Tulsa|Oklahoma|Central|OFF-BI-10004656|Office Supplies|Binders|Peel & Stick Add-On Corner Pockets|530.7999877929688|5|5.184000015258789|#N/A|Online||
2977|CA-2020-139773|2020-12-04|2020-12-04|Same Day|DV-13045|Darrin Van Huff|Corporate|United States|Philadelphia|Pennsylvania|East|FUR-CH-10001797|Furniture|Chairs|Safco Chair Connectors, 6/Carton|213.552001953125|7|-2.6935999393463135|#N/A|Online||
2978|CA-2020-134607|2020-10-03|2020-10-08|Second Class|HL-15040|Hunter Lopez|Consumer|United States|Rochester|New York|East|OFF-ST-10002214|Office Supplies|Storage|X-Rack File for Hanging Folders|116.58000183105469|2|5.870800018310547|#N/A|Cards||
2986|CA-2019-139269|2019-05-25|2019-05-30|Standard Class|JB-16045|Julia Barnett|Home Office|United States|Columbus|Georgia|South|FUR-FU-10000755|Furniture|Furnishings|Eldon Expressions Mahogany Wood Desk Collection|24.959999084472656|4|6.239999771118164|#N/A|Online||
2987|CA-2019-139269|2019-05-25|2019-05-30|Standard Class|JB-16045|Julia Barnett|Home Office|United States|Columbus|Georgia|South|OFF-PA-10002893|Office Supplies|Paper|"Wirebound Service Call Books, 5 1/2"" x 4"""|19.360000610351562|2|9.292799949645996|#N/A|COD||
2988|CA-2019-139269|2019-05-25|2019-05-30|Standard Class|JB-16045|Julia Barnett|Home Office|United States|Columbus|Georgia|South|OFF-ST-10000689|Office Supplies|Storage|Fellowes Strictly Business Drawer File, Letter/Legal Size|1267.6500244140625|9|152.1179962158203|#N/A|COD||
2989|CA-2019-139010|2019-02-21|2019-02-26|Second Class|MC-17635|Matthew Clasen|Corporate|United States|Los Angeles|California|West|TEC-AC-10004227|Technology|Accessories|SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card|12.989999771118164|1|0.7793999910354614|#N/A|COD||
2990|CA-2019-139010|2019-02-21|2019-02-26|Second Class|MC-17635|Matthew Clasen|Corporate|United States|Los Angeles|California|West|OFF-BI-10000174|Office Supplies|Binders|Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear|18.559999465942383|4|6.495999813079834|#N/A|Online||
2991|CA-2019-139010|2019-02-21|2019-02-26|Second Class|MC-17635|Matthew Clasen|Corporate|United States|Los Angeles|California|West|OFF-ST-10001809|Office Supplies|Storage|Fellowes Officeware Wire Shelving|449.1499938964844|5|8.982999801635742|#N/A|COD||
2992|CA-2019-139010|2019-02-21|2019-02-26|Second Class|MC-17635|Matthew Clasen|Corporate|United States|Los Angeles|California|West|OFF-BI-10002309|Office Supplies|Binders|Avery Heavy-Duty EZD  Binder With Locking Rings|31.24799919128418|7|10.936800003051758|#N/A|COD||
2993|CA-2019-134376|2019-10-02|2019-10-06|Standard Class|TT-21265|Tim Taslimi|Corporate|United States|New York City|New York|East|OFF-AP-10004532|Office Supplies|Appliances|Kensington 6 Outlet Guardian Standard Surge Protector|61.439998626708984|3|16.58880043029785|#N/A|Cards||
2994|CA-2020-147291|2020-03-11|2020-03-17|Standard Class|MJ-17740|Max Jones|Consumer|United States|Detroit|Michigan|Central|OFF-BI-10003091|Office Supplies|Binders|GBC DocuBind TL200 Manual Binding Machine|924.9199829101562|4|421.0823974609375|#N/A|Online||
2995|CA-2019-112893|2019-09-09|2019-09-13|Second Class|AT-10735|Annie Thurman|Consumer|United States|Stockton|California|West|OFF-BI-10004654|Office Supplies|Binders|VariCap6 Expandable Binder|55.36000061035156|4|18.68400001525879|#N/A|Online||
3004|CA-2020-104381|2020-12-16|2020-12-23|Standard Class|RD-19810|Ross DeVincentis|Home Office|United States|Rochester|New York|East|OFF-BI-10001628|Office Supplies|Binders|"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity"|277.3760070800781|4|10.430000305175781|#N/A|Online||
3005|CA-2019-131499|2019-09-08|2019-09-10|First Class|MG-17875|Michael Grace|Home Office|United States|New York City|New York|East|OFF-AP-10003779|Office Supplies|Appliances|Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection|207.47999572753906|1|62.24399948120117|#N/A|COD||
3007|CA-2020-116519|2020-10-13|2020-10-15|First Class|CR-12730|Craig Reiter|Consumer|United States|New York City|New York|East|OFF-AP-10000828|Office Supplies|Appliances|Avanti 4.4 Cu. Ft. Refrigerator|921.9000244140625|5|253.3719940185547|#N/A|Online||
3009|CA-2019-124772|2019-12-05|2019-12-06|First Class|JG-15160|James Galang|Consumer|United States|Murray|Kentucky|South|FUR-FU-10004748|Furniture|Furnishings|"Howard Miller 16"" Diameter Gallery Wall Clock"|191.82000732421875|3|74.80979919433594|#N/A|Online||
3010|CA-2019-115525|2019-07-25|2019-07-29|Standard Class|RR-19525|Rick Reed|Corporate|United States|Toledo|Ohio|East|OFF-AP-10000026|Office Supplies|Appliances|Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection|243.8800048828125|5|27.436500549316406|#N/A|Online||
3011|CA-2020-134845|2020-04-17|2020-04-23|Standard Class|SR-20425|Sharelle Roach|Home Office|United States|Louisville|Colorado|West|OFF-BI-10000773|Office Supplies|Binders|Insertable Tab Post Binder Dividers|127.02999877929688|5|-9.222999572753906|#N/A|Cards||
3012|CA-2020-134845|2020-04-17|2020-04-23|Standard Class|SR-20425|Sharelle Roach|Home Office|United States|Louisville|Colorado|West|TEC-MA-10000822|Technology|Machines|Lexmark MX611dhe Monochrome Laser Printer|2579.985107421875|5|-3399.97998046875|#N/A|COD||
3013|CA-2020-134845|2020-04-17|2020-04-23|Standard Class|SR-20425|Sharelle Roach|Home Office|United States|Louisville|Colorado|West|OFF-BI-10001543|Office Supplies|Binders|GBC VeloBinder Manual Binding System|138.593994140625|2|-15.835599899291992|#N/A|Cards||
3014|CA-2020-134845|2020-04-17|2020-04-23|Standard Class|SR-20425|Sharelle Roach|Home Office|United States|Louisville|Colorado|West|OFF-BI-10003355|Office Supplies|Binders|Cardinal Holdit Business Card Pockets|100.96399688720703|6|-6.573599815368652|#N/A|Online||
3015|CA-2020-134845|2020-04-17|2020-04-23|Standard Class|SR-20425|Sharelle Roach|Home Office|United States|Louisville|Colorado|West|OFF-PA-10002005|Office Supplies|Paper|Xerox 225|131.73599243164062|4|7.257599830627441|#N/A|Cards||
3017|US-2019-160528|2019-08-23|2019-08-30|Standard Class|MH-18115|Mick Hernandez|Home Office|United States|Pharr|Texas|Central|OFF-ST-10002743|Office Supplies|Storage|SAFCO Boltless Steel Shelving|727.2960205078125|8|-172.73280334472656|#N/A|Online||
3018|US-2019-160528|2019-08-23|2019-08-30|Standard Class|MH-18115|Mick Hernandez|Home Office|United States|Pharr|Texas|Central|FUR-FU-10004973|Furniture|Furnishings|Flat Face Poster Frame|22.607999801635742|3|-10.173600196838379|#N/A|COD||
3019|US-2019-160528|2019-08-23|2019-08-30|Standard Class|MH-18115|Mick Hernandez|Home Office|United States|Pharr|Texas|Central|TEC-AC-10002842|Technology|Accessories|WD My Passport Ultra 2TB Portable External Hard Drive|666.4000244140625|7|-33.31999969482422|#N/A|COD||
3024|CA-2020-124674|2020-11-17|2020-11-23|Standard Class|JB-16000|Joy Bell-|Consumer|United States|Brownsville|Texas|Central|FUR-BO-10002202|Furniture|Bookcases|Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors|342.7327880859375|2|-14.458800315856934|#N/A|COD||
